,data,first,second
770,"[4, 1, 6, 4, 6, 4, 4, 0, 2, 2, 1, 0, 6, 5, 3, 0, 5, 6, 2, 0]","[4, 1, 6, 4, 6, 4, 4, 0, 2, 2]","[1, 0, 6, 5, 3, 0, 5, 6, 2, 0]"
771,"[3, 0, 0, 6, 4, 0, 2, 2, 4, 1, 0, 3, 4, 3, 1, 0, 2, 3, 5, 1]","[3, 0, 0, 6, 4, 0, 2, 2, 4, 1]","[0, 3, 4, 3, 1, 0, 2, 3, 5, 1]"
772,"[6, 6, 5, 2, 0, 5, 5, 0, 0, 6, 0, 2, 4, 3, 6, 2, 2, 3, 2, 1]","[6, 6, 5, 2, 0, 5, 5, 0, 0, 6]","[0, 2, 4, 3, 6, 2, 2, 3, 2, 1]"
773,"[4, 0, 0, 3, 6, 4, 3, 4, 1, 6, 0, 5, 3, 0, 1, 3, 4, 3, 4, 0]","[4, 0, 0, 3, 6, 4, 3, 4, 1, 6]","[0, 5, 3, 0, 1, 3, 4, 3, 4, 0]"
774,"[4, 3, 4, 3, 5, 5, 6, 4, 5, 4, 1, 2, 2, 1, 3, 5, 2, 5, 6, 3]","[4, 3, 4, 3, 5, 5, 6, 4, 5, 4]","[1, 2, 2, 1, 3, 5, 2, 5, 6, 3]"
775,"[6, 2, 2, 5, 0, 5, 2, 2, 2, 2, 1, 2, 6, 0, 1, 4, 6, 1, 6, 2]","[6, 2, 2, 5, 0, 5, 2, 2, 2, 2]","[1, 2, 6, 0, 1, 4, 6, 1, 6, 2]"
776,"[4, 1, 5, 2, 6, 0, 1, 4, 1, 3, 6, 6, 2, 1, 1, 6, 2, 1, 1, 4]","[4, 1, 5, 2, 6, 0, 1, 4, 1, 3]","[6, 6, 2, 1, 1, 6, 2, 1, 1, 4]"
777,"[2, 3, 3, 4, 5, 0, 2, 1, 5, 6, 5, 4, 0, 5, 4, 4, 5, 3, 3, 1]","[2, 3, 3, 4, 5, 0, 2, 1, 5, 6]","[5, 4, 0, 5, 4, 4, 5, 3, 3, 1]"
778,"[4, 0, 6, 4, 1, 2, 4, 3, 0, 4, 3, 5, 6, 1, 4, 2, 2, 4, 5, 6]","[4, 0, 6, 4, 1, 2, 4, 3, 0, 4]","[3, 5, 6, 1, 4, 2, 2, 4, 5, 6]"
779,"[2, 5, 4, 1, 5, 3, 6, 3, 3, 1, 4, 1, 6, 0, 1, 0, 5, 3, 0, 5]","[2, 5, 4, 1, 5, 3, 6, 3, 3, 1]","[4, 1, 6, 0, 1, 0, 5, 3, 0, 5]"
780,"[2, 0, 5, 4, 6, 3, 4, 1, 0, 5, 1, 3, 6, 3, 0, 2, 3, 1, 3, 6]","[2, 0, 5, 4, 6, 3, 4, 1, 0, 5]","[1, 3, 6, 3, 0, 2, 3, 1, 3, 6]"
781,"[3, 0, 1, 6, 5, 3, 3, 0, 1, 6, 4, 5, 6, 1, 2, 1, 0, 0, 5, 5]","[3, 0, 1, 6, 5, 3, 3, 0, 1, 6]","[4, 5, 6, 1, 2, 1, 0, 0, 5, 5]"
782,"[2, 1, 2, 1, 2, 3, 6, 3, 5, 2, 6, 0, 3, 0, 2, 2, 0, 0, 6, 6]","[2, 1, 2, 1, 2, 3, 6, 3, 5, 2]","[6, 0, 3, 0, 2, 2, 0, 0, 6, 6]"
783,"[3, 5, 3, 4, 1, 3, 3, 5, 2, 5, 1, 6, 1, 0, 0, 0, 2, 2, 1, 2]","[3, 5, 3, 4, 1, 3, 3, 5, 2, 5]","[1, 6, 1, 0, 0, 0, 2, 2, 1, 2]"
784,"[2, 0, 0, 1, 5, 5, 3, 0, 2, 5, 4, 4, 0, 6, 6, 4, 4, 3, 3, 1]","[2, 0, 0, 1, 5, 5, 3, 0, 2, 5]","[4, 4, 0, 6, 6, 4, 4, 3, 3, 1]"
785,"[5, 0, 5, 4, 4, 5, 3, 4, 1, 4, 3, 2, 4, 6, 2, 2, 6, 4, 5, 6]","[5, 0, 5, 4, 4, 5, 3, 4, 1, 4]","[3, 2, 4, 6, 2, 2, 6, 4, 5, 6]"
786,"[6, 3, 2, 0, 4, 0, 4, 4, 3, 1, 3, 1, 3, 0, 4, 2, 2, 0, 0, 4]","[6, 3, 2, 0, 4, 0, 4, 4, 3, 1]","[3, 1, 3, 0, 4, 2, 2, 0, 0, 4]"
787,"[3, 6, 4, 1, 4, 3, 6, 3, 0, 1, 4, 4, 1, 4, 2, 2, 3, 0, 5, 3]","[3, 6, 4, 1, 4, 3, 6, 3, 0, 1]","[4, 4, 1, 4, 2, 2, 3, 0, 5, 3]"
788,"[2, 5, 6, 4, 1, 6, 0, 0, 6, 0, 1, 3, 6, 0, 1, 6, 5, 6, 1, 3]","[2, 5, 6, 4, 1, 6, 0, 0, 6, 0]","[1, 3, 6, 0, 1, 6, 5, 6, 1, 3]"
789,"[5, 0, 5, 2, 0, 4, 5, 3, 5, 6, 6, 5, 1, 2, 4, 1, 1, 5, 0, 0]","[5, 0, 5, 2, 0, 4, 5, 3, 5, 6]","[6, 5, 1, 2, 4, 1, 1, 5, 0, 0]"
790,"[3, 2, 0, 4, 0, 0, 3, 2, 4, 3, 6, 5, 4, 6, 5, 5, 6, 2, 6, 5]","[3, 2, 0, 4, 0, 0, 3, 2, 4, 3]","[6, 5, 4, 6, 5, 5, 6, 2, 6, 5]"
791,"[4, 1, 2, 6, 3, 5, 3, 5, 3, 6, 1, 0, 3, 4, 5, 4, 1, 4, 2, 0]","[4, 1, 2, 6, 3, 5, 3, 5, 3, 6]","[1, 0, 3, 4, 5, 4, 1, 4, 2, 0]"
792,"[6, 3, 6, 2, 1, 4, 2, 2, 6, 4, 5, 1, 3, 1, 1, 1, 4, 0, 5, 4]","[6, 3, 6, 2, 1, 4, 2, 2, 6, 4]","[5, 1, 3, 1, 1, 1, 4, 0, 5, 4]"
793,"[4, 1, 0, 1, 3, 2, 6, 1, 3, 2, 0, 3, 0, 1, 2, 2, 0, 4, 6, 6]","[4, 1, 0, 1, 3, 2, 6, 1, 3, 2]","[0, 3, 0, 1, 2, 2, 0, 4, 6, 6]"
794,"[0, 6, 5, 5, 2, 1, 3, 5, 2, 2, 2, 2, 3, 4, 5, 6, 1, 6, 4, 3]","[0, 6, 5, 5, 2, 1, 3, 5, 2, 2]","[2, 2, 3, 4, 5, 6, 1, 6, 4, 3]"
795,"[6, 4, 5, 3, 2, 2, 1, 6, 3, 5, 4, 5, 4, 2, 6, 0, 5, 2, 5, 3]","[6, 4, 5, 3, 2, 2, 1, 6, 3, 5]","[4, 5, 4, 2, 6, 0, 5, 2, 5, 3]"
796,"[4, 1, 4, 5, 2, 2, 1, 3, 5, 4, 0, 2, 3, 5, 1, 6, 2, 4, 0, 3]","[4, 1, 4, 5, 2, 2, 1, 3, 5, 4]","[0, 2, 3, 5, 1, 6, 2, 4, 0, 3]"
797,"[0, 4, 6, 0, 6, 4, 2, 1, 1, 3, 1, 2, 3, 5, 2, 4, 4, 6, 1, 1]","[0, 4, 6, 0, 6, 4, 2, 1, 1, 3]","[1, 2, 3, 5, 2, 4, 4, 6, 1, 1]"
798,"[2, 2, 2, 4, 5, 1, 3, 5, 0, 6, 2, 3, 2, 1, 3, 0, 2, 5, 3, 6]","[2, 2, 2, 4, 5, 1, 3, 5, 0, 6]","[2, 3, 2, 1, 3, 0, 2, 5, 3, 6]"
799,"[4, 3, 6, 5, 0, 3, 0, 3, 1, 6, 6, 2, 1, 4, 6, 1, 5, 3, 4, 3]","[4, 3, 6, 5, 0, 3, 0, 3, 1, 6]","[6, 2, 1, 4, 6, 1, 5, 3, 4, 3]"
800,"[6, 0, 6, 5, 6, 2, 6, 1, 0, 5, 5, 6, 2, 2, 6, 5, 4, 3, 4, 1]","[6, 0, 6, 5, 6, 2, 6, 1, 0, 5]","[5, 6, 2, 2, 6, 5, 4, 3, 4, 1]"
801,"[5, 3, 6, 2, 6, 6, 3, 4, 4, 3, 6, 0, 2, 0, 6, 3, 6, 4, 5, 4]","[5, 3, 6, 2, 6, 6, 3, 4, 4, 3]","[6, 0, 2, 0, 6, 3, 6, 4, 5, 4]"
802,"[3, 2, 6, 6, 3, 4, 6, 4, 2, 2, 4, 1, 0, 4, 1, 2, 2, 4, 3, 2]","[3, 2, 6, 6, 3, 4, 6, 4, 2, 2]","[4, 1, 0, 4, 1, 2, 2, 4, 3, 2]"
803,"[6, 1, 6, 2, 3, 0, 0, 6, 5, 3, 1, 3, 2, 6, 0, 6, 0, 5, 5, 2]","[6, 1, 6, 2, 3, 0, 0, 6, 5, 3]","[1, 3, 2, 6, 0, 6, 0, 5, 5, 2]"
804,"[5, 5, 3, 6, 5, 3, 4, 5, 6, 4, 3, 6, 5, 3, 3, 4, 3, 5, 4, 1]","[5, 5, 3, 6, 5, 3, 4, 5, 6, 4]","[3, 6, 5, 3, 3, 4, 3, 5, 4, 1]"
805,"[4, 2, 0, 1, 5, 2, 4, 4, 1, 2, 6, 6, 6, 4, 4, 4, 0, 6, 3, 6]","[4, 2, 0, 1, 5, 2, 4, 4, 1, 2]","[6, 6, 6, 4, 4, 4, 0, 6, 3, 6]"
806,"[5, 5, 5, 2, 3, 5, 2, 6, 5, 2, 3, 0, 6, 4, 4, 5, 4, 6, 4, 2]","[5, 5, 5, 2, 3, 5, 2, 6, 5, 2]","[3, 0, 6, 4, 4, 5, 4, 6, 4, 2]"
807,"[2, 0, 0, 0, 5, 1, 3, 3, 3, 4, 0, 5, 5, 2, 2, 6, 2, 3, 5, 2]","[2, 0, 0, 0, 5, 1, 3, 3, 3, 4]","[0, 5, 5, 2, 2, 6, 2, 3, 5, 2]"
808,"[2, 3, 0, 5, 0, 5, 5, 6, 6, 4, 1, 0, 2, 1, 3, 2, 0, 1, 4, 6]","[2, 3, 0, 5, 0, 5, 5, 6, 6, 4]","[1, 0, 2, 1, 3, 2, 0, 1, 4, 6]"
809,"[6, 0, 1, 6, 6, 3, 6, 6, 2, 6, 0, 2, 3, 3, 2, 5, 5, 5, 4, 2]","[6, 0, 1, 6, 6, 3, 6, 6, 2, 6]","[0, 2, 3, 3, 2, 5, 5, 5, 4, 2]"
810,"[5, 2, 2, 3, 0, 4, 1, 1, 3, 0, 4, 6, 3, 4, 2, 3, 0, 6, 1, 5]","[5, 2, 2, 3, 0, 4, 1, 1, 3, 0]","[4, 6, 3, 4, 2, 3, 0, 6, 1, 5]"
811,"[6, 3, 5, 0, 6, 5, 1, 4, 4, 2, 6, 1, 3, 5, 0, 5, 6, 0, 6, 2]","[6, 3, 5, 0, 6, 5, 1, 4, 4, 2]","[6, 1, 3, 5, 0, 5, 6, 0, 6, 2]"
812,"[4, 3, 4, 0, 0, 5, 1, 6, 1, 5, 2, 2, 1, 5, 4, 3, 1, 1, 4, 5]","[4, 3, 4, 0, 0, 5, 1, 6, 1, 5]","[2, 2, 1, 5, 4, 3, 1, 1, 4, 5]"
813,"[1, 0, 6, 0, 6, 6, 5, 3, 1, 3, 2, 1, 2, 1, 6, 0, 2, 4, 0, 6]","[1, 0, 6, 0, 6, 6, 5, 3, 1, 3]","[2, 1, 2, 1, 6, 0, 2, 4, 0, 6]"
814,"[1, 3, 1, 5, 1, 4, 5, 1, 6, 5, 4, 0, 5, 6, 1, 6, 5, 4, 3, 1]","[1, 3, 1, 5, 1, 4, 5, 1, 6, 5]","[4, 0, 5, 6, 1, 6, 5, 4, 3, 1]"
815,"[5, 0, 2, 3, 5, 5, 3, 4, 6, 6, 0, 1, 4, 6, 4, 4, 3, 3, 6, 4]","[5, 0, 2, 3, 5, 5, 3, 4, 6, 6]","[0, 1, 4, 6, 4, 4, 3, 3, 6, 4]"
816,"[3, 1, 2, 6, 4, 1, 1, 2, 1, 0, 5, 5, 0, 0, 1, 2, 0, 3, 4, 6]","[3, 1, 2, 6, 4, 1, 1, 2, 1, 0]","[5, 5, 0, 0, 1, 2, 0, 3, 4, 6]"
817,"[0, 3, 6, 0, 6, 5, 1, 2, 2, 4, 6, 2, 1, 2, 4, 4, 1, 6, 0, 4]","[0, 3, 6, 0, 6, 5, 1, 2, 2, 4]","[6, 2, 1, 2, 4, 4, 1, 6, 0, 4]"
818,"[3, 6, 0, 1, 1, 3, 5, 1, 5, 3, 3, 6, 4, 2, 5, 1, 5, 4, 5, 3]","[3, 6, 0, 1, 1, 3, 5, 1, 5, 3]","[3, 6, 4, 2, 5, 1, 5, 4, 5, 3]"
819,"[5, 1, 6, 0, 6, 4, 6, 1, 0, 6, 1, 3, 5, 1, 5, 3, 2, 2, 3, 3]","[5, 1, 6, 0, 6, 4, 6, 1, 0, 6]","[1, 3, 5, 1, 5, 3, 2, 2, 3, 3]"
820,"[6, 6, 4, 5, 2, 6, 5, 6, 4, 1, 0, 6, 2, 6, 0, 2, 2, 3, 3, 4]","[6, 6, 4, 5, 2, 6, 5, 6, 4, 1]","[0, 6, 2, 6, 0, 2, 2, 3, 3, 4]"
821,"[6, 1, 3, 3, 2, 2, 0, 4, 6, 0, 0, 5, 6, 4, 3, 2, 3, 5, 1, 4]","[6, 1, 3, 3, 2, 2, 0, 4, 6, 0]","[0, 5, 6, 4, 3, 2, 3, 5, 1, 4]"
822,"[4, 4, 0, 1, 4, 6, 1, 1, 2, 0, 2, 0, 1, 1, 3, 5, 2, 6, 5, 2]","[4, 4, 0, 1, 4, 6, 1, 1, 2, 0]","[2, 0, 1, 1, 3, 5, 2, 6, 5, 2]"
823,"[4, 2, 5, 5, 5, 3, 1, 5, 6, 2, 3, 0, 5, 0, 0, 1, 2, 5, 2, 6]","[4, 2, 5, 5, 5, 3, 1, 5, 6, 2]","[3, 0, 5, 0, 0, 1, 2, 5, 2, 6]"
824,"[0, 6, 4, 0, 2, 6, 4, 5, 4, 4, 1, 1, 3, 0, 3, 3, 3, 4, 3, 1]","[0, 6, 4, 0, 2, 6, 4, 5, 4, 4]","[1, 1, 3, 0, 3, 3, 3, 4, 3, 1]"
825,"[4, 1, 1, 6, 6, 5, 0, 5, 4, 5, 3, 0, 2, 0, 0, 6, 2, 6, 2, 4]","[4, 1, 1, 6, 6, 5, 0, 5, 4, 5]","[3, 0, 2, 0, 0, 6, 2, 6, 2, 4]"
826,"[5, 1, 1, 2, 1, 2, 4, 4, 3, 2, 4, 6, 3, 1, 5, 1, 3, 6, 4, 5]","[5, 1, 1, 2, 1, 2, 4, 4, 3, 2]","[4, 6, 3, 1, 5, 1, 3, 6, 4, 5]"
827,"[0, 0, 5, 3, 2, 0, 3, 5, 5, 3, 2, 5, 4, 6, 5, 2, 5, 6, 3, 2]","[0, 0, 5, 3, 2, 0, 3, 5, 5, 3]","[2, 5, 4, 6, 5, 2, 5, 6, 3, 2]"
828,"[2, 1, 0, 6, 4, 4, 3, 1, 1, 4, 0, 2, 3, 1, 1, 1, 3, 0, 5, 2]","[2, 1, 0, 6, 4, 4, 3, 1, 1, 4]","[0, 2, 3, 1, 1, 1, 3, 0, 5, 2]"
829,"[0, 3, 4, 2, 2, 0, 1, 6, 0, 1, 0, 6, 0, 0, 6, 6, 5, 6, 0, 1]","[0, 3, 4, 2, 2, 0, 1, 6, 0, 1]","[0, 6, 0, 0, 6, 6, 5, 6, 0, 1]"
830,"[5, 6, 2, 0, 0, 1, 3, 5, 5, 5, 3, 0, 6, 3, 5, 5, 5, 3, 4, 2]","[5, 6, 2, 0, 0, 1, 3, 5, 5, 5]","[3, 0, 6, 3, 5, 5, 5, 3, 4, 2]"
831,"[1, 1, 5, 0, 5, 5, 5, 5, 3, 2, 1, 3, 2, 3, 3, 5, 0, 2, 3, 4]","[1, 1, 5, 0, 5, 5, 5, 5, 3, 2]","[1, 3, 2, 3, 3, 5, 0, 2, 3, 4]"
832,"[1, 4, 4, 3, 6, 0, 3, 2, 3, 2, 5, 1, 2, 5, 6, 6, 2, 4, 3, 0]","[1, 4, 4, 3, 6, 0, 3, 2, 3, 2]","[5, 1, 2, 5, 6, 6, 2, 4, 3, 0]"
833,"[5, 1, 4, 4, 5, 0, 3, 6, 2, 6, 6, 6, 0, 2, 3, 3, 2, 4, 2, 6]","[5, 1, 4, 4, 5, 0, 3, 6, 2, 6]","[6, 6, 0, 2, 3, 3, 2, 4, 2, 6]"
834,"[3, 6, 6, 5, 5, 4, 0, 3, 2, 4, 2, 2, 1, 3, 6, 4, 5, 5, 4, 4]","[3, 6, 6, 5, 5, 4, 0, 3, 2, 4]","[2, 2, 1, 3, 6, 4, 5, 5, 4, 4]"
835,"[5, 2, 3, 4, 2, 6, 2, 4, 5, 3, 4, 0, 0, 6, 0, 5, 6, 6, 3, 6]","[5, 2, 3, 4, 2, 6, 2, 4, 5, 3]","[4, 0, 0, 6, 0, 5, 6, 6, 3, 6]"
836,"[0, 3, 4, 6, 3, 1, 1, 3, 1, 6, 1, 2, 4, 2, 1, 5, 6, 5, 1, 6]","[0, 3, 4, 6, 3, 1, 1, 3, 1, 6]","[1, 2, 4, 2, 1, 5, 6, 5, 1, 6]"
837,"[2, 2, 0, 1, 1, 4, 4, 3, 3, 1, 6, 5, 3, 0, 5, 4, 5, 5, 6, 4]","[2, 2, 0, 1, 1, 4, 4, 3, 3, 1]","[6, 5, 3, 0, 5, 4, 5, 5, 6, 4]"
838,"[2, 3, 0, 4, 3, 6, 4, 1, 4, 6, 2, 0, 6, 0, 3, 1, 3, 4, 1, 1]","[2, 3, 0, 4, 3, 6, 4, 1, 4, 6]","[2, 0, 6, 0, 3, 1, 3, 4, 1, 1]"
839,"[5, 5, 2, 3, 4, 3, 6, 4, 5, 5, 0, 6, 2, 2, 3, 6, 1, 1, 1, 5]","[5, 5, 2, 3, 4, 3, 6, 4, 5, 5]","[0, 6, 2, 2, 3, 6, 1, 1, 1, 5]"
840,"[3, 5, 4, 4, 5, 0, 3, 0, 3, 0, 3, 2, 4, 1, 2, 1, 4, 4, 5, 0]","[3, 5, 4, 4, 5, 0, 3, 0, 3, 0]","[3, 2, 4, 1, 2, 1, 4, 4, 5, 0]"
841,"[2, 6, 0, 0, 1, 6, 1, 0, 0, 6, 5, 3, 5, 0, 0, 5, 6, 0, 5, 5]","[2, 6, 0, 0, 1, 6, 1, 0, 0, 6]","[5, 3, 5, 0, 0, 5, 6, 0, 5, 5]"
842,"[4, 1, 0, 4, 3, 3, 6, 1, 2, 3, 5, 2, 3, 4, 6, 2, 5, 6, 3, 1]","[4, 1, 0, 4, 3, 3, 6, 1, 2, 3]","[5, 2, 3, 4, 6, 2, 5, 6, 3, 1]"
843,"[0, 2, 1, 2, 3, 2, 2, 2, 4, 1, 2, 2, 1, 5, 6, 0, 5, 4, 2, 2]","[0, 2, 1, 2, 3, 2, 2, 2, 4, 1]","[2, 2, 1, 5, 6, 0, 5, 4, 2, 2]"
844,"[0, 3, 4, 2, 2, 2, 3, 0, 5, 4, 5, 5, 6, 6, 2, 4, 5, 5, 1, 6]","[0, 3, 4, 2, 2, 2, 3, 0, 5, 4]","[5, 5, 6, 6, 2, 4, 5, 5, 1, 6]"
845,"[6, 5, 2, 6, 2, 4, 0, 6, 0, 5, 5, 2, 3, 1, 2, 6, 6, 2, 4, 4]","[6, 5, 2, 6, 2, 4, 0, 6, 0, 5]","[5, 2, 3, 1, 2, 6, 6, 2, 4, 4]"
846,"[3, 5, 5, 1, 1, 6, 0, 3, 3, 5, 5, 6, 0, 4, 0, 4, 1, 0, 3, 3]","[3, 5, 5, 1, 1, 6, 0, 3, 3, 5]","[5, 6, 0, 4, 0, 4, 1, 0, 3, 3]"
847,"[3, 4, 4, 2, 3, 0, 4, 6, 4, 5, 4, 4, 2, 6, 0, 1, 0, 5, 5, 3]","[3, 4, 4, 2, 3, 0, 4, 6, 4, 5]","[4, 4, 2, 6, 0, 1, 0, 5, 5, 3]"
848,"[1, 1, 0, 4, 1, 4, 1, 2, 0, 5, 3, 5, 1, 4, 4, 0, 5, 6, 4, 0]","[1, 1, 0, 4, 1, 4, 1, 2, 0, 5]","[3, 5, 1, 4, 4, 0, 5, 6, 4, 0]"
849,"[1, 2, 3, 0, 6, 5, 2, 0, 4, 3, 4, 3, 5, 0, 5, 6, 1, 3, 0, 0]","[1, 2, 3, 0, 6, 5, 2, 0, 4, 3]","[4, 3, 5, 0, 5, 6, 1, 3, 0, 0]"
850,"[3, 5, 1, 5, 1, 2, 3, 6, 6, 6, 1, 4, 4, 5, 5, 2, 2, 5, 5, 6]","[3, 5, 1, 5, 1, 2, 3, 6, 6, 6]","[1, 4, 4, 5, 5, 2, 2, 5, 5, 6]"
851,"[1, 6, 1, 0, 6, 2, 4, 2, 0, 1, 0, 0, 4, 0, 2, 6, 1, 1, 4, 3]","[1, 6, 1, 0, 6, 2, 4, 2, 0, 1]","[0, 0, 4, 0, 2, 6, 1, 1, 4, 3]"
852,"[1, 5, 6, 5, 5, 5, 6, 3, 0, 3, 5, 3, 6, 6, 4, 3, 4, 1, 6, 1]","[1, 5, 6, 5, 5, 5, 6, 3, 0, 3]","[5, 3, 6, 6, 4, 3, 4, 1, 6, 1]"
853,"[2, 5, 1, 4, 1, 1, 0, 0, 1, 6, 3, 2, 1, 1, 5, 5, 4, 5, 3, 1]","[2, 5, 1, 4, 1, 1, 0, 0, 1, 6]","[3, 2, 1, 1, 5, 5, 4, 5, 3, 1]"
854,"[1, 6, 1, 4, 0, 0, 5, 1, 2, 2, 1, 0, 4, 1, 1, 2, 5, 3, 0, 5]","[1, 6, 1, 4, 0, 0, 5, 1, 2, 2]","[1, 0, 4, 1, 1, 2, 5, 3, 0, 5]"
855,"[2, 0, 3, 5, 2, 0, 4, 1, 0, 4, 1, 2, 0, 5, 3, 0, 4, 0, 6, 4]","[2, 0, 3, 5, 2, 0, 4, 1, 0, 4]","[1, 2, 0, 5, 3, 0, 4, 0, 6, 4]"
856,"[3, 1, 6, 3, 6, 3, 4, 2, 3, 1, 5, 3, 3, 3, 0, 1, 1, 6, 3, 6]","[3, 1, 6, 3, 6, 3, 4, 2, 3, 1]","[5, 3, 3, 3, 0, 1, 1, 6, 3, 6]"
857,"[1, 6, 2, 0, 3, 2, 6, 1, 3, 3, 0, 4, 0, 3, 6, 2, 2, 4, 0, 4]","[1, 6, 2, 0, 3, 2, 6, 1, 3, 3]","[0, 4, 0, 3, 6, 2, 2, 4, 0, 4]"
858,"[2, 5, 6, 1, 2, 3, 6, 1, 4, 5, 6, 2, 0, 5, 5, 4, 3, 3, 5, 2]","[2, 5, 6, 1, 2, 3, 6, 1, 4, 5]","[6, 2, 0, 5, 5, 4, 3, 3, 5, 2]"
859,"[0, 1, 3, 0, 6, 1, 6, 5, 6, 0, 1, 0, 5, 5, 4, 0, 5, 5, 0, 5]","[0, 1, 3, 0, 6, 1, 6, 5, 6, 0]","[1, 0, 5, 5, 4, 0, 5, 5, 0, 5]"
860,"[3, 1, 5, 0, 0, 0, 6, 0, 4, 5, 3, 6, 1, 2, 3, 4, 3, 4, 4, 2]","[3, 1, 5, 0, 0, 0, 6, 0, 4, 5]","[3, 6, 1, 2, 3, 4, 3, 4, 4, 2]"
861,"[0, 3, 1, 3, 6, 4, 3, 4, 2, 2, 0, 1, 3, 2, 2, 5, 4, 6, 0, 2]","[0, 3, 1, 3, 6, 4, 3, 4, 2, 2]","[0, 1, 3, 2, 2, 5, 4, 6, 0, 2]"
862,"[1, 1, 4, 0, 4, 5, 2, 3, 2, 1, 2, 6, 4, 6, 6, 2, 6, 3, 3, 2]","[1, 1, 4, 0, 4, 5, 2, 3, 2, 1]","[2, 6, 4, 6, 6, 2, 6, 3, 3, 2]"
863,"[0, 2, 1, 2, 0, 0, 1, 2, 2, 5, 0, 1, 1, 5, 3, 4, 3, 4, 3, 2]","[0, 2, 1, 2, 0, 0, 1, 2, 2, 5]","[0, 1, 1, 5, 3, 4, 3, 4, 3, 2]"
864,"[4, 3, 3, 3, 3, 4, 4, 3, 0, 4, 4, 4, 6, 5, 6, 0, 1, 1, 3, 2]","[4, 3, 3, 3, 3, 4, 4, 3, 0, 4]","[4, 4, 6, 5, 6, 0, 1, 1, 3, 2]"
865,"[2, 3, 0, 4, 5, 2, 1, 1, 0, 0, 5, 0, 6, 5, 3, 3, 4, 4, 1, 1]","[2, 3, 0, 4, 5, 2, 1, 1, 0, 0]","[5, 0, 6, 5, 3, 3, 4, 4, 1, 1]"
866,"[0, 4, 2, 5, 2, 2, 6, 6, 6, 3, 5, 0, 5, 6, 3, 6, 5, 2, 5, 1]","[0, 4, 2, 5, 2, 2, 6, 6, 6, 3]","[5, 0, 5, 6, 3, 6, 5, 2, 5, 1]"
867,"[4, 3, 6, 5, 0, 5, 3, 6, 0, 1, 2, 0, 5, 5, 3, 6, 2, 2, 5, 0]","[4, 3, 6, 5, 0, 5, 3, 6, 0, 1]","[2, 0, 5, 5, 3, 6, 2, 2, 5, 0]"
868,"[3, 5, 6, 0, 1, 1, 6, 5, 4, 2, 5, 5, 6, 4, 4, 4, 1, 1, 3, 6]","[3, 5, 6, 0, 1, 1, 6, 5, 4, 2]","[5, 5, 6, 4, 4, 4, 1, 1, 3, 6]"
869,"[2, 1, 0, 0, 2, 5, 1, 5, 0, 6, 5, 5, 6, 2, 6, 3, 3, 6, 2, 2]","[2, 1, 0, 0, 2, 5, 1, 5, 0, 6]","[5, 5, 6, 2, 6, 3, 3, 6, 2, 2]"
870,"[3, 3, 2, 2, 4, 6, 1, 5, 5, 5, 1, 0, 2, 2, 0, 2, 4, 2, 0, 6]","[3, 3, 2, 2, 4, 6, 1, 5, 5, 5]","[1, 0, 2, 2, 0, 2, 4, 2, 0, 6]"
871,"[0, 0, 2, 2, 6, 4, 0, 6, 1, 3, 6, 3, 6, 3, 1, 0, 6, 0, 3, 3]","[0, 0, 2, 2, 6, 4, 0, 6, 1, 3]","[6, 3, 6, 3, 1, 0, 6, 0, 3, 3]"
872,"[5, 3, 6, 5, 4, 3, 5, 2, 6, 2, 6, 0, 3, 4, 1, 4, 6, 5, 0, 6]","[5, 3, 6, 5, 4, 3, 5, 2, 6, 2]","[6, 0, 3, 4, 1, 4, 6, 5, 0, 6]"
873,"[3, 5, 5, 3, 1, 3, 1, 6, 2, 6, 5, 2, 6, 1, 5, 2, 4, 5, 4, 4]","[3, 5, 5, 3, 1, 3, 1, 6, 2, 6]","[5, 2, 6, 1, 5, 2, 4, 5, 4, 4]"
874,"[4, 0, 0, 3, 3, 4, 0, 3, 6, 0, 6, 0, 4, 2, 2, 1, 6, 6, 4, 1]","[4, 0, 0, 3, 3, 4, 0, 3, 6, 0]","[6, 0, 4, 2, 2, 1, 6, 6, 4, 1]"
875,"[5, 3, 6, 3, 3, 3, 2, 2, 2, 2, 4, 2, 3, 6, 6, 5, 2, 6, 1, 2]","[5, 3, 6, 3, 3, 3, 2, 2, 2, 2]","[4, 2, 3, 6, 6, 5, 2, 6, 1, 2]"
876,"[3, 1, 3, 5, 1, 3, 4, 2, 5, 6, 3, 4, 3, 4, 5, 0, 5, 5, 6, 6]","[3, 1, 3, 5, 1, 3, 4, 2, 5, 6]","[3, 4, 3, 4, 5, 0, 5, 5, 6, 6]"
877,"[6, 2, 0, 2, 2, 5, 4, 2, 2, 6, 4, 2, 5, 3, 3, 3, 3, 5, 5, 5]","[6, 2, 0, 2, 2, 5, 4, 2, 2, 6]","[4, 2, 5, 3, 3, 3, 3, 5, 5, 5]"
878,"[2, 2, 3, 3, 6, 5, 1, 0, 0, 2, 0, 3, 4, 2, 2, 2, 5, 1, 0, 1]","[2, 2, 3, 3, 6, 5, 1, 0, 0, 2]","[0, 3, 4, 2, 2, 2, 5, 1, 0, 1]"
879,"[4, 3, 3, 4, 4, 0, 1, 1, 4, 1, 6, 4, 5, 1, 4, 6, 2, 3, 3, 6]","[4, 3, 3, 4, 4, 0, 1, 1, 4, 1]","[6, 4, 5, 1, 4, 6, 2, 3, 3, 6]"
